IDENTIFICATION,BIRTHDAY,NAME,DIPLOMDATE,DIPLOMTYPE,DIPLOMMENTION,DIPLOMPERCENTAGE,DIPLOMSECTION,DIPLOMOPTION,DIPLOMPLACE,SCHOOL,SCHOOLPROVINCE,SCHOOLCODE,SCHOOLSTATUS,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
6258,1992-02-08,F,,inconnu,,50,PED,PG,,TUJIKAZE,SUD-KIVU,TUJIKAZE,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,62.0,SATISFACTION,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L1
6258,1992-02-08,F,,inconnu,,50,PED,PG,,TUJIKAZE,SUD-KIVU,TUJIKAZE,inconnu,2014-2015,,AJOURNE,64.4000015258789,SATISFACTION,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L2
6260,1991-06-21,H,,inconnu,,58,SC,BC,,MWANGA,NORD-KIVU,MWANGA,inconnu,2014-2015,,ADMIS AU MEMOIRE,62.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Monétaire,L2
6263,1990-09-18,H,,inconnu,,64,TEC,CA,,MAJENGO,NORD-KIVU,MAJENGO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L1
6263,1990-09-18,H,,inconnu,,64,TEC,CA,,MAJENGO,NORD-KIVU,MAJENGO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L1
6264,1993-09-27,H,,inconnu,,52,TEC,SOCIALE,,MAENDELEO,NORD-KIVU,MAENDELEO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6264,1993-09-27,H,,inconnu,,52,TEC,SOCIALE,,MAENDELEO,NORD-KIVU,MAENDELEO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,57.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
6268,1992-07-10,H,,inconnu,,62,LIT,LP,,PT SEMINAIRE TUMAINI LETU,NORD-KIVU,PT SEMINAIRE TUMAINI LETU,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,62.0,SATISFACTION,Faculté de Droit,Droit Public,L1
6268,1992-07-10,H,,inconnu,,62,LIT,LP,,PT SEMINAIRE TUMAINI LETU,NORD-KIVU,PT SEMINAIRE TUMAINI LETU,inconnu,2014-2015,,ADMIS AU STAGE ET AU MEMOIRE,63.20000076293945,SATISFACTION,Faculté de Droit,Droit Public,L2
6269,1988-09-28,H,,inconnu,,54,TEC,CA,,FARAJA,NORD-KIVU,FARAJA,inconnu,2013-2014,42.20000076293945,AJOURNE,50.70000076293945,AJOURNE,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6269,1988-09-28,H,,inconnu,,54,TEC,CA,,FARAJA,NORD-KIVU,FARAJA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,55.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6269,1988-09-28,H,,inconnu,,54,TEC,CA,,FARAJA,NORD-KIVU,FARAJA,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
6272,1990-09-17,H,,inconnu,,60,TEC,CA,,ISIDORE BAKANDJA,NORD-KIVU,ISIDORE BAKANDJA,inconnu,2013-2014,56.099998474121094,AJOURNE,60.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6272,1990-09-17,H,,inconnu,,60,TEC,CA,,ISIDORE BAKANDJA,NORD-KIVU,ISIDORE BAKANDJA,inconnu,2014-2015,,ADMIS AU MEMOIRE,61.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Monétaire,L2
6273,1992-09-21,H,,inconnu,,53,TEC,CA,,JIKAZE,NORD-KIVU,JIKAZE,inconnu,2013-2014,54.70000076293945,AJOURNE,62.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Industrielle,L1
6273,1992-09-21,H,,inconnu,,53,TEC,CA,,JIKAZE,NORD-KIVU,JIKAZE,inconnu,2014-2015,,ADMIS AU MEMOIRE,62.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Industrielle,L2
6279,1985-03-03,H,,inconnu,,50,PED,PG,,KYESHERO,NORD-KIVU,KYESHERO,inconnu,2013-2014,49.29999923706055,AJOURNE,54.79999923706055,AJOURNE,Faculté de Psychologie et des Sciences de l'Éducation,Sciences de l'Éducation,G3
6279,1985-03-03,H,,inconnu,,50,PED,PG,,KYESHERO,NORD-KIVU,KYESHERO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,56.099998474121094,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Sciences de l'Éducation,G3
6279,1985-03-03,H,,inconnu,,50,PED,PG,,KYESHERO,NORD-KIVU,KYESHERO,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté de Psychologie et des Sciences de l'Éducation,Sciences de l'Éducation,L1
6283,1988-02-05,H,,inconnu,,57,SC,MP,,MAJENGO,NORD-KIVU,MAJENGO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,56.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
6285,1992-09-29,H,,inconnu,,56,SC,BC,,FADHILI,inconnu,FADHILI,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,57.099998474121094,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,G2
6285,1992-09-29,H,,inconnu,,56,SC,BC,,FADHILI,inconnu,FADHILI,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,57.70000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,G3
6285,1992-09-29,H,,inconnu,,56,SC,BC,,FADHILI,inconnu,FADHILI,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,65.5999984741211,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
6287,1992-09-14,H,,inconnu,,52,SC,BC,,MAMA YETU,NORD-KIVU,MAMA YETU,inconnu,2013-2014,58.599998474121094,AJOURNE,63.20000076293945,SATISFACTION,Faculté de Santé et Développement Communautaires,Santé Communautaire,L1
6288,1990-05-03,H,,inconnu,,52,SC,BC,,SUKUSA,ORIENTALE,SUKUSA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,60.400001525878906,SATISFACTION,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L1
6293,1990-04-09,F,,inconnu,,54,TEC,CA,,ISODRE BAKANDJA,NORD-KIVU,ISODRE BAKANDJA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.70000076293945,SATISFACTION,Faculté de Santé et Développement Communautaires,Santé Environnementale,L1
6293,1990-04-09,F,,inconnu,,54,TEC,CA,,ISODRE BAKANDJA,NORD-KIVU,ISODRE BAKANDJA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,59.29999923706055,SATISFACTION,Faculté de Santé et Développement Communautaires,Santé Environnementale,L2
6296,1992-11-12,H,,inconnu,,54,SC,BC,,LA FONTAINE,NORD-KIVU,LA FONTAINE,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Industrielle,L1
6297,1987-10-21,H,,inconnu,,55,PED,PG,,BAGIRA,SUD-KIVU,BAGIRA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
6300,1991-06-30,F,,inconnu,,63,TEC,CA,,MWANGA,NORD-KIVU,MWANGA,inconnu,2013-2014,57.599998474121094,AJOURNE,59.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
6301,1988-02-09,F,,inconnu,,62,TEC,CA,,MWANGA,NORD-KIVU,MWANGA,inconnu,2013-2014,50.5,AJOURNE,56.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
6301,1988-02-09,F,,inconnu,,62,TEC,CA,,MWANGA,NORD-KIVU,MWANGA,inconnu,2014-2015,,AJOURNE,60.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
6302,1986-01-05,H,,inconnu,,51,TEC,CA,,ACTION KUSAIDIA,SUD-KIVU,ACTION KUSAIDIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,61.79999923706055,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,G3
6302,1986-01-05,H,,inconnu,,51,TEC,CA,,ACTION KUSAIDIA,SUD-KIVU,ACTION KUSAIDIA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,64.30000305175781,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
6302,1986-01-05,H,,inconnu,,51,TEC,CA,,ACTION KUSAIDIA,SUD-KIVU,ACTION KUSAIDIA,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,ADMIS AU MEMOIRE,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
6305,1991-10-25,F,,inconnu,,53,PED,PG,,METANOIA,NORD-KIVU,METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,58.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6305,1991-10-25,F,,inconnu,,53,PED,PG,,METANOIA,NORD-KIVU,METANOIA,inconnu,2014-2015,,AJOURNE,67.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
6306,1992-04-20,F,,inconnu,,55,Scientifique,Biologie Chimie,,METANOIA,NORD-KIVU,METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6311,1992-01-05,F,,inconnu,,57,PED,PG,,KYESHERO,NORD-KIVU,KYESHERO,inconnu,2012-2013,53.29999923706055,AJOURNE,57.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
6311,1992-01-05,F,,inconnu,,57,PED,PG,,KYESHERO,NORD-KIVU,KYESHERO,inconnu,2013-2014,48.599998474121094,AJOURNE,56.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6311,1992-01-05,F,,inconnu,,57,PED,PG,,KYESHERO,NORD-KIVU,KYESHERO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,59.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
6312,1992-06-15,F,,inconnu,,52,TEC,COUPE COUTURE,,LYCEE WIMA,SUD-KIVU,LYCEE WIMA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,52.599998474121094,AJOURNE,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6314,1988-12-20,H,,inconnu,,59,TEC,CA,,FARAJA,NORD-KIVU,FARAJA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,53.900001525878906,AJOURNE,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
6314,1988-12-20,H,,inconnu,,59,TEC,CA,,FARAJA,NORD-KIVU,FARAJA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,58.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
6316,1992-06-04,F,,inconnu,,53,TEC,CA,,LYCEE KIMBILIO,NORD-KIVU,LYCEE KIMBILIO,inconnu,2013-2014,50.70000076293945,AJOURNE,55.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
6316,1992-06-04,F,,inconnu,,53,TEC,CA,,LYCEE KIMBILIO,NORD-KIVU,LYCEE KIMBILIO,inconnu,2014-2015,,AJOURNE,63.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
6317,1992-10-20,F,,inconnu,,52,LIT,LP,,METANOIA,NORD-KIVU,METANOIA,inconnu,2013-2014,52.099998474121094,AJOURNE,57.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6317,1992-10-20,F,,inconnu,,52,LIT,LP,,METANOIA,NORD-KIVU,METANOIA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,59.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
6318,1991-01-15,F,,DIPLÔME D'ETAT,,57,Littéraire,Latin Philo,,METANOIA,NORD-KIVU,METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,52.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Monétaire,L1
6320,1992-04-19,F,,inconnu,,62,LIT,LP,,MWANGA,NORD-KIVU,MWANGA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6320,1992-04-19,F,,inconnu,,62,LIT,LP,,MWANGA,NORD-KIVU,MWANGA,inconnu,2014-2015,57.099998474121094,AJOURNE,60.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L1
6320,1992-04-19,F,,inconnu,,62,LIT,LP,,MWANGA,NORD-KIVU,MWANGA,inconnu,2015-2016,,AJOURNE,66.9000015258789,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L2
6321,1991-05-10,F,,inconnu,,52,TEC,CA,,KIMBILIO,NORD-KIVU,KIMBILIO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,55.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6321,1991-05-10,F,,inconnu,,52,TEC,CA,,KIMBILIO,NORD-KIVU,KIMBILIO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,56.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
6322,1990-02-20,F,,inconnu,,50,TEC,COM   INFORMATIQUE,,LYCEE KIMBILIO,NORD-KIVU,LYCEE KIMBILIO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,58.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
6322,1990-02-20,F,,inconnu,,50,TEC,COM   INFORMATIQUE,,LYCEE KIMBILIO,NORD-KIVU,LYCEE KIMBILIO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,61.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
6323,1992-09-24,F,,inconnu,,58,TEC,COM  INFORMATIQUE,,KIMBILIO,NORD-KIVU,KIMBILIO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,66.0999984741211,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Marketing,L1
6327,1990-02-14,H,,inconnu,,59,LIT,LP,,MONT GOMA,NORD-KIVU,MONT GOMA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Économie Industrielle,L1
6328,1988-03-13,H,,inconnu,,61,SC,MP,,MAJENGO,NORD-KIVU,MAJENGO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,60.099998474121094,SATISFACTION,Faculté de Droit,Droit Public,L1
6328,1988-03-13,H,,inconnu,,61,SC,MP,,MAJENGO,NORD-KIVU,MAJENGO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,65.80000305175781,SATISFACTION,Faculté de Droit,Droit Public,L2
6329,1991-01-19,H,,inconnu,,57,TEC,CA,,NURU,SUD-KIVU,NURU,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,56.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
6329,1991-01-19,H,,inconnu,,57,TEC,CA,,NURU,SUD-KIVU,NURU,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,61.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L2
6330,1992-01-12,H,,inconnu,,52,PED,PG,,MAVUNO,NORD-KIVU,MAVUNO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,61.5,SATISFACTION,Faculté de Droit,Droit Public,G3
6330,1992-01-12,H,,inconnu,,52,PED,PG,,MAVUNO,NORD-KIVU,MAVUNO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,61.0,SATISFACTION,Faculté de Droit,Droit Public,L1
6330,1992-01-12,H,,inconnu,,52,PED,PG,,MAVUNO,NORD-KIVU,MAVUNO,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,58.099998474121094,SATISFACTION,Faculté de Droit,Droit Public,L2
6331,1988-03-15,H,,inconnu,,58,LIT,LP,,BIHIRA,NORD-KIVU,BIHIRA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,58.599998474121094,SATISFACTION,Faculté de Droit,Droit Public,L1
6331,1988-03-15,H,,inconnu,,58,LIT,LP,,BIHIRA,NORD-KIVU,BIHIRA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,63.29999923706055,SATISFACTION,Faculté de Droit,Droit Public,L2
6332,1992-11-05,H,,inconnu,,53,LIT,LP,,UJIO WA HERI,ORIENTALE,UJIO WA HERI,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,57.0,AJOURNE,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L1
6332,1992-11-05,H,,inconnu,,53,LIT,LP,,UJIO WA HERI,ORIENTALE,UJIO WA HERI,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,60.79999923706055,SATISFACTION,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L1
6332,1992-11-05,H,,inconnu,,53,LIT,LP,,UJIO WA HERI,ORIENTALE,UJIO WA HERI,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,64.69999694824219,SATISFACTION,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L2
6335,1990-08-08,F,,inconnu,,55,TECH,SOC,,MASIKILIZANO,NORD-KIVU,MASIKILIZANO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,58.79999923706055,SATISFACTION,Faculté de Droit,Droit Économique et Social,L1
6336,1993-01-23,F,,inconnu,,52,TEC,CA,,METANOIA,NORD-KIVU,METANOIA,inconnu,2012-2013,,ADMIS AU TFC,63.599998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G3
6336,1993-01-23,F,,inconnu,,52,TEC,CA,,METANOIA,NORD-KIVU,METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,55.900001525878906,AJOURNE,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L1
6336,1993-01-23,F,,inconnu,,52,TEC,CA,,METANOIA,NORD-KIVU,METANOIA,inconnu,2014-2015,58.20000076293945,AJOURNE,62.099998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Gestion et Administration des Projets de Santé,L1
6337,1991-06-07,H,,inconnu,,61,PED,PG,,SAYUNI,NORD-KIVU,SAYUNI,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,62.20000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,G3
6337,1991-06-07,H,,inconnu,,61,PED,PG,,SAYUNI,NORD-KIVU,SAYUNI,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,66.0,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
6337,1991-06-07,H,,inconnu,,61,PED,PG,,SAYUNI,NORD-KIVU,SAYUNI,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,ADMIS AU STAGE ET AU MEMOIRE,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
6338,1991-01-25,H,,inconnu,,68,PED,PG,,HEKIMA,NORD-KIVU,HEKIMA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,48.79999923706055,AJOURNE,Faculté des Sciences et Technologies Appliquées,Génie Civil,G2
6338,1991-01-25,H,,inconnu,,68,PED,PG,,HEKIMA,NORD-KIVU,HEKIMA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Génie Civil,G2
6343,1990-04-30,H,,inconnu,,51,TECH  ELECTRICITE,ELECTRICITE INDUSTRIELLE,,AVENIR,SUD-KIVU,AVENIR,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,64.69999694824219,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,G3
6343,1990-04-30,H,,inconnu,,51,TECH  ELECTRICITE,ELECTRICITE INDUSTRIELLE,,AVENIR,SUD-KIVU,AVENIR,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,70.9000015258789,DISTINCTION,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech1
6343,1990-04-30,H,,inconnu,,51,TECH  ELECTRICITE,ELECTRICITE INDUSTRIELLE,,AVENIR,SUD-KIVU,AVENIR,inconnu,2015-2016,,ADMIS AU MEMOIRE,,ADMIS AU MEMOIRE,Faculté des Sciences et Technologies Appliquées,Génie Civil,Tech2
6344,1989-08-01,F,,inconnu,,51,TEC,ELECTRICITE INDUSTRIELLE,,AVENIR,SUD-KIVU,AVENIR,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,57.900001525878906,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Génie Électrique,G2
6344,1989-08-01,F,,inconnu,,51,TEC,ELECTRICITE INDUSTRIELLE,,AVENIR,SUD-KIVU,AVENIR,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences et Technologies Appliquées,Génie Électrique,G3
6344,1989-08-01,F,,inconnu,,51,TEC,ELECTRICITE INDUSTRIELLE,,AVENIR,SUD-KIVU,AVENIR,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Génie Électrique,G3
6347,1992-07-27,H,,inconnu,,53,SC,BC,,METANOIA,NORD-KIVU,METANOIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,63.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
6347,1992-07-27,H,,inconnu,,53,SC,BC,,METANOIA,NORD-KIVU,METANOIA,inconnu,2014-2015,48.900001525878906,AJOURNE,60.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Monétaire,L1
6349,1985-05-22,H,,inconnu,,55,LIT,LP,,CS LA SAPINIERE,SUD-KIVU,CS LA SAPINIERE,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Droit,Droit Public,L1
6349,1985-05-22,H,,inconnu,,55,LIT,LP,,CS LA SAPINIERE,SUD-KIVU,CS LA SAPINIERE,inconnu,2014-2015,57.099998474121094,AJOURNE,57.099998474121094,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,G3
6349,1985-05-22,H,,inconnu,,55,LIT,LP,,CS LA SAPINIERE,SUD-KIVU,CS LA SAPINIERE,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,NON ADMISSIBLE DS LA MEME FILIERE,Faculté de Droit,Droit Privé et Judiciaire,L1
6351,1991-11-11,H,,inconnu,,52,PED,PG,,MULULU,NORD-KIVU,MULULU,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,68.80000305175781,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L2
6352,1992-10-13,F,,inconnu,,52,TEC,CA,,DIABENA,KINSHASA,DIABENA,inconnu,2013-2014,49.400001525878906,AJOURNE,56.400001525878906,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L1
6352,1992-10-13,F,,inconnu,,52,TEC,CA,,DIABENA,KINSHASA,DIABENA,inconnu,2014-2015,,ADMIS AU MEMOIRE,64.30000305175781,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L2
6356,1990-02-02,H,,inconnu,,51,TEC,SOCIALE,,KALIMABENGA,SUD-KIVU,KALIMABENGA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Droit,Droit Public,L1
6356,1990-02-02,H,,inconnu,,51,TEC,SOCIALE,,KALIMABENGA,SUD-KIVU,KALIMABENGA,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,63.79999923706055,SATISFACTION,Faculté de Droit,Droit Public,L1
6357,1989-11-21,F,,inconnu,,53,LIT,LP,,METANOIA,NORD-KIVU,METANOIA,inconnu,2014-2015,,ADMIS AU MEMOIRE,64.4000015258789,SATISFACTION,Faculté de Droit,Droit Économique et Social,L2
6358,1990-06-08,H,,inconnu,,54,LIT,LP,,HIMBI,NORD-KIVU,HIMBI,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,57.79999923706055,SATISFACTION,Faculté de Droit,Droit Économique et Social,L1
6362,1991-08-10,H,,inconnu,,52,LIT,LP,,BUNGULU,NORD-KIVU,BUNGULU,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Droit,Droit Public,G3
6363,1989-03-05,H,,DIPLÔME D'ETAT,,52,TEC,SOCIALE,,KAVAGHENDI,NORD-KIVU,KAVAGHENDI,inconnu,2013-2014,48.5,AJOURNE,58.5,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L1
6363,1989-03-05,H,,DIPLÔME D'ETAT,,52,TEC,SOCIALE,,KAVAGHENDI,NORD-KIVU,KAVAGHENDI,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,63.0,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L2
6367,1992-01-13,H,,inconnu,,53,TEC,CA,,MORIA,NORD-KIVU,MORIA,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6368,1988-02-23,H,,inconnu,,51,PED,PG,,KYESHERO,NORD-KIVU,KYESHERO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L1
6368,1988-02-23,H,,inconnu,,51,PED,PG,,KYESHERO,NORD-KIVU,KYESHERO,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,58.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Microfinance et Banque,L2
6369,1990-10-02,H,,inconnu,,59,TEC,CA,,MAJENGO,NORD-KIVU,MAJENGO,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,56.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6369,1990-10-02,H,,inconnu,,59,TEC,CA,,MAJENGO,NORD-KIVU,MAJENGO,inconnu,2014-2015,,AJOURNE,64.0999984741211,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
6370,1989-08-20,F,,inconnu,,53,PED,PG,,MAENDELEO,NORD-KIVU,MAENDELEO,inconnu,2013-2014,48.599998474121094,AJOURNE,56.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
6370,1989-08-20,F,,inconnu,,53,PED,PG,,MAENDELEO,NORD-KIVU,MAENDELEO,inconnu,2014-2015,52.29999923706055,AJOURNE,60.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L2
