,Unnamed: 0,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
4503,4503,COMMERCIALE,commerciale informatique,institut tumaini,protestant,tumaini,muhini,commerciale informatique
4504,4504,TECHNIQUE,sociale,institut notre dame aux larmes,catholique,notre dame aux larmes,notre dame olame,sociale
4505,4505,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4506,4506,SCIENTIFIQUE,mathematique physique,institut bungulu,publique,bungulu,uhuru,math-physique
4507,4507,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4508,4508,LITTERAIRE,latin philo,institut metanoia,protestant,metanoia,metanoia,latin philo
4509,4509,PEDAGOGIE,pedagogie generale,lycée kimbilio,protestant,kimbilio,kimbilio,pedagogie
4510,4510,PEDAGOGIE,pedagogie generale,institut matendo,protestant,matendo,matendo,pedagogie
4511,4511,PEDAGOGIE,pedagogie generale,institut du kasai,catholique,du kasai,mukaba,pedagogie
4512,4512,PEDAGOGIE,pedagogie generale,institut  jiwe,protestant,jiwe,jiwe,pedagogie
4513,4513,PEDAGOGIE,pedagogie generale,groupe scolaire kiyabo,privé,groupe scolaire kiyabo,groupe scolaire gilgali,pedagogie
4514,4514,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4515,4515,PEDAGOGIE,pedagogie generale,institut amina,protestant,amina,amina,pedagogie
4516,4516,TECHNIQUE,sociale,institut mandai,protestant,mandai,mandai,sociale
4517,4517,SCIENTIFIQUE,bio chimie,institut faraja,protestant,faraja,faraja,bio-chimie
4518,4518,TECHNIQUE,construction,institut saint francois xavier,catholique,saint francois xavier,saint francois xavier,construction
4519,4519,PEDAGOGIE,pedagogie generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
4520,4520,COMMERCIALE,commerciale et administrative,institut rubara,catholique,rubara,mukaba,commmerciale et adm
4521,4521,TECHNIQUE,construction,institut saint francois xavier,privé,saint francois xavier,saint francois xavier,construction
4522,4522,PEDAGOGIE,pedagogie generale,institut himbi,protestant,himbi,himbi,pedagogie
4523,4523,SCIENTIFIQUE,bio chimie,lycée bosangani,catholique,bosangani,bsangani,bio-chimie
4524,4524,LITTERAIRE,latin philo,institut de bukavu,privé,de bukavu,de bukavu,latin philo
4525,4525,SCIENTIFIQUE,bio chimie,institut metanoia,protestant,metanoia,metanoia,bio-chimie
4526,4526,TECHNIQUE,sociale,cs jerico,privé,jerico,moria,sociale
4527,4527,PEDAGOGIE,pedagogie generale,institut moriya,protestant,moriya,moria,pedagogie
4528,4528,COMMERCIALE,commerciale et administrative,institut maranathan,protestant,maranathan,maranatha,commmerciale et adm
4529,4529,TECHNIQUE,sociale,institut de basoko,publique,de basoko,de basoko,sociale
4530,4530,PEDAGOGIE,pedagogie generale,institut olimba,privé,olimba,kalimba,pedagogie
4531,4531,PEDAGOGIE,pedagogie generale,institut zahabu ya hekima,catholique,zahabu ya hekima,zawadi ya raisi,pedagogie
4532,4532,COMMERCIALE,commerciale et administrative,institut metanoia,protestant,metanoia,metanoia,commmerciale et adm
4533,4533,PEDAGOGIE,pedagogie generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
4534,4534,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
4535,4535,SCIENTIFIQUE,bio chimie,institut communautaire du lac,privé,communautaire du lac,communautaire du lac,bio-chimie
4536,4536,COMMERCIALE,commerciale informatique,cs mont des oliviers,privé,mont des oliviers,mont des oliviers,commerciale informatique
4537,4537,TECHNIQUE,agronomie,institut mbovote,kimbanguiste,mbovote,mbovote,agronomie
4538,4538,PEDAGOGIE,pedagogie generale,college saint laurent,catholique,saint laurent,saint andre,pedagogie
4539,4539,COMMERCIALE,commerciale et administrative,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4540,4540,PEDAGOGIE,pedagogie generale,institut matendo,protestant,matendo,matendo,pedagogie
4541,4541,LITTERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4542,4542,TECHNIQUE,sociale,institut uenezaji,publique,uenezaji,uenezaji,sociale
4543,4543,SCIENTIFIQUE,bio chimie,institut de goma,publique,de goma,de goma,bio-chimie
4544,4544,TECHNIQUE,commerciale et administrative,institut majengo,protestant,majengo,majengo,commmerciale et adm
4545,4545,PEDAGOGIE,pedagogie generale,institut nyabushongo,publique,nyabushongo,nyabushongo,pedagogie
4546,4546,COMMERCIALE,commerciale et administrative,institut mont goma,publique,mont goma,ngoma,commmerciale et adm
4547,4547,SCIENTIFIQUE,bio chimie,institut mgr kataliko,privé,mgr kataliko,mgr kataliko,bio-chimie
4548,4548,TECHNIQUE,sociale,institut sayuni,publique,sayuni,sayuni,sociale
4549,4549,COMMERCIALE,commerciale et administrative,institut bangu,privé,bangu,kalungu,commmerciale et adm
4550,4550,SCIENTIFIQUE,bio chimie,institut tupendane,publique,tupendane,tupendane,bio-chimie
4551,4551,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4552,4552,PEDAGOGIE,pedagogie maternelle,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4553,4553,PEDAGOGIE,pedagogie generale,institut busimba,catholique,busimba,busimba,pedagogie
4554,4554,TECHNIQUE,sociale,institut mikeno eci,musulman,mikeno eci,mikeno nc,sociale
4555,4555,PEDAGOGIE,pedagogie generale,institut himbi,protestant,himbi,himbi,pedagogie
4556,4556,TECHNIQUE,sociale,cs bethsaida,privé,bethsaida,bethsaida,sociale
4557,4557,PEDAGOGIE,pedagogie generale,lycée wima,catholique,wima,wima,pedagogie
4558,4558,TECHNIQUE,construction,institut kasalala,publique,kasalala,kasalala,construction
4559,4559,LITTERAIRE,latin philo,institut mwanga,catholique,mwanga,mwanga,latin philo
4560,4560,PEDAGOGIE,pedagogie generale,cs matenda,privé,matenda,matenda,pedagogie
4561,4561,PEDAGOGIE,pedagogie generale,aero institut,protestant,aero,aero,pedagogie
4562,4562,LITTERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4563,4563,COMMERCIALE,commerciale et administrative,lycée nyakasanza,catholique,nyakasanza,nyakasaza,commmerciale et adm
4564,4564,PEDAGOGIE,pedagogie generale,institut ziwakivu,privé,ziwakivu,ziwa kivu,pedagogie
4565,4565,COMMERCIALE,commerciale et administrative,ecl,privé,ecl,ecl,commmerciale et adm
4566,4566,PEDAGOGIE,pedagogie generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
4567,4567,COMMERCIALE,commerciale et administrative,institut mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
4568,4568,PEDAGOGIE,pedagogie generale,institut visoke,protestant,visoke,visoke,pedagogie
4569,4569,TECHNIQUE,sociale,institut maranatha,protestant,maranatha,maranatha,sociale
4570,4570,TECHNIQUE,mecanique generale,institut kasabinyole,catholique,kasabinyole,it kasabinyole,mec gene
4571,4571,TECHNIQUE,coupe couture,lycée kimbilio,protestant,kimbilio,kimbilio,coupe couture
4572,4572,PEDAGOGIE,pedagogie generale,cs  agneau de dieu,privé,agneau de dieu,aigle de dieu,pedagogie
4573,4573,SCIENTIFIQUE,mathematique physique,cs saint vincent  de paul,privé,saint vincent de paul,saint vincent de paul,math-physique
4574,4574,COMMERCIALE,commerciale et administrative,institut d'ibanda,publique,d'ibanda,ibanda,commmerciale et adm
4575,4575,PEDAGOGIE,pedagogie generale,lycée kimbilio,protestant,kimbilio,kimbilio,pedagogie
4576,4576,SCIENTIFIQUE,bio chimie,institut matendo,protestant,matendo,matendo,bio-chimie
4577,4577,LITTERAIRE,latin philo,college de l'enano,catholique,de l'enano,de l'unite,latin philo
4578,4578,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
4579,4579,TECHNIQUE,agriculture generale,itav/mushweshwe,publique,itav/mushweshwe,itav/mushweshwe,agricole
4580,4580,PEDAGOGIE,pedagogie maternelle,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4581,4581,TECHNIQUE,construction,institut munyembelu,publique,munyembelu,butembo,construction
4582,4582,PEDAGOGIE,pedagogie generale,groupe scolaire gilgali,protestant,groupe scolaire gilgali,groupe scolaire gilgali,pedagogie
4583,4583,COMMERCIALE,commerciale et administrative,cs de bunia,privé,de bunia,de bunia,commmerciale et adm
4584,4584,SCIENTIFIQUE,bio chimie,institut majengo,protestant,majengo,majengo,bio-chimie
4585,4585,COMMERCIALE,commerciale et administrative,institut bungulu,publique,bungulu,uhuru,commmerciale et adm
4586,4586,COMMERCIALE,commerciale et administrative,institut saint joseph,catholique,saint joseph,st joseph,commmerciale et adm
4587,4587,PEDAGOGIE,pedagogie generale,institut chiduha,protestant,chiduha,chidasa,pedagogie
4588,4588,SCIENTIFIQUE,bio chimie,institut tupendane,publique,tupendane,tupendane,bio-chimie
4589,4589,PEDAGOGIE,pedagogie generale,institut mbula,publique,mbula,mabula,pedagogie
4590,4590,LITTERAIRE,latin philo,institut kambali,catholique,kambali,kambali,latin philo
4591,4591,TECHNIQUE,sociale,institut ndahura,protestant,ndahura,ndahura,sociale
4592,4592,PEDAGOGIE,pedagogie generale,institut amani,musulman,amani,amani,pedagogie
4593,4593,COMMERCIALE,commerciale et administrative,institut zawadi ya raisi,publique,zawadi ya raisi,zawadi ya raisi,commmerciale et adm
4594,4594,TECHNIQUE,sociale,institut bahati,catholique,bahati,bahati,sociale
4595,4595,PEDAGOGIE,pedagogie generale,cs kalonda,privé,kalonda,kalungu,pedagogie
4596,4596,PEDAGOGIE,pedagogie generale,institut karambi,publique,karambi,kalimba,pedagogie
4597,4597,PEDAGOGIE,pedagogie generale,institut himbi,protestant,himbi,himbi,pedagogie
4598,4598,PEDAGOGIE,pedagogie generale,institut de kindu,publique,de kindu,de kindu,pedagogie
4599,4599,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4600,4600,PEDAGOGIE,pedagogie generale,icl,privé,icl,icl,pedagogie
4601,4601,PEDAGOGIE,pedagogie generale,institut tuha utala,protestant,tuha utala,tuha utala,pedagogie
4602,4602,PEDAGOGIE,pedagogie generale,institut isidore bakanja,publique,isidore bakanja,bakadja,pedagogie
4603,4603,SCIENTIFIQUE,bio chimie,institut de goma,publique,de goma,de goma,bio-chimie
4604,4604,COMMERCIALE,commerciale et administrative,institut metanoia,protestant,metanoia,metanoia,commmerciale et adm
4605,4605,TECHNIQUE,sociale,cs tuungane,privé,tuungane,tuungane,sociale
4606,4606,PEDAGOGIE,pedagogie generale,institut de luiro,publique,de luiro,de l'unite,pedagogie
4607,4607,SCIENTIFIQUE,bio chimie,institut katarina,publique,katarina,katarina,bio-chimie
4608,4608,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4609,4609,PEDAGOGIE,pedagogie generale,mabula/ihoka,privé,mabula/ihoka,mabula,pedagogie
4610,4610,SCIENTIFIQUE,mathematique physique,institut bungulu,publique,bungulu,uhuru,math-physique
4611,4611,TECHNIQUE,sociale,institut maranatha,publique,maranatha,maranatha,sociale
4612,4612,PEDAGOGIE,pedagogie generale,institut moriya,protestant,moriya,moria,pedagogie
4613,4613,LITTERAIRE,latin philo,institut kashobwe,protestant,kashobwe,kashenda,latin philo
4614,4614,TECHNIQUE,nutrition,institut saint michel,catholique,saint michel,saint michel,nutr
4615,4615,TECHNIQUE,nutrition,institut bemba gombo,catholique,bemba gombo,bemba gombo,nutr
4616,4616,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4617,4617,SCIENTIFIQUE,bio chimie,institut bungulu,publique,bungulu,uhuru,bio-chimie
4618,4618,PEDAGOGIE,pedagogie generale,institut kalangala,publique,kalangala,kalangala,pedagogie
4619,4619,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4620,4620,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4621,4621,LITTERAIRE,latin philo,lycée anuarite/kisangani,catholique,anuarite/kisangani,anuarite/kisangani,latin philo
4622,4622,COMMERCIALE,commerciale et administrative,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4623,4623,SCIENTIFIQUE,bio chimie,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,bio-chimie
4624,4624,SCIENTIFIQUE,bio chimie,cs akili,privé,akili,akili,bio-chimie
4625,4625,PEDAGOGIE,pedagogie generale,institut cirhangaza,protestant,cirhangaza,kishanga,pedagogie
4626,4626,TECHNIQUE,electricite,institut kyeshero,protestant,kyeshero,kyeshero,elec
4627,4627,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4628,4628,PEDAGOGIE,pedagogie generale,cs asseco,privé,asseco,asseco,pedagogie
4629,4629,SCIENTIFIQUE,bio chimie,cs galaxie,catholique,galaxie,galaxie,bio-chimie
4630,4630,Technique,sociale,idap isp bunia,publique,idap isp bunia,idap isp bunia,sociale
4631,4631,PEDAGOGIE,pedagogie generale,institut ludaha,catholique,ludaha,ludaha,pedagogie
4632,4632,PEDAGOGIE,pedagogie generale,institut sayuni,publique,sayuni,sayuni,pedagogie
4633,4633,PEDAGOGIE,pedagogie generale,institut de butembo,publique,de butembo,butembo,pedagogie
4634,4634,TECHNIQUE,construction,institut munyembelu,publique,munyembelu,butembo,construction
4635,4635,TECHNIQUE,sociale,institut bobokoli,catholique,bobokoli,bobokoli,sociale
4636,4636,COMMERCIALE,commerciale et administrative,lycée nyakavogo,publique,nyakavogo,nyakasaza,commmerciale et adm
4637,4637,TECHNIQUE,sociale,cs  neema kwetu,privé,neema kwetu,neema kwetu,sociale
4638,4638,PEDAGOGIE,pedagogie generale,institut zawadi/ngangi,catholique,zawadi/ngangi,bsangani,pedagogie
4639,4639,PEDAGOGIE,pedagogie generale,institut kalungu,publique,kalungu,kalungu,pedagogie
4640,4640,PEDAGOGIE,pedagogie generale,institut de bukavu,publique,de bukavu,de bukavu,pedagogie
4641,4641,PEDAGOGIE,pedagogie generale,cs bimenya,privé,bimenya,bimenya,pedagogie
4642,4642,PEDAGOGIE,pedagogie generale,institut nyamokola,catholique,nyamokola,nyamukola,pedagogie
4643,4643,TECHNIQUE,sociale,institut mikeno nc,publique,mikeno nc,mikeno nc,sociale
4644,4644,TECHNIQUE,sociale,institut mont carmel,catholique,mont carmel,mont caemel,sociale
4645,4645,TECHNIQUE,construction,institut saint marc,catholique,saint marc,saint marc,construction
4646,4646,PEDAGOGIE,pedagogie generale,institut kashofu,catholique,kashofu,kashofu,pedagogie
4647,4647,SCIENTIFIQUE,mathematique physique,institut mungano,privé,mungano,mungano,math-physique
4648,4648,TECHNIQUE,nutrition,institut saint michel,catholique,saint michel,saint michel,nutr
4649,4649,PEDAGOGIE,pedagogie generale,institut biglimani,catholique,biglimani,biglimani,pedagogie
4650,4650,COMMERCIALE,commerciale et administrative,cs dibasana,privé,dibasana,dibasana,commmerciale et adm
4651,4651,TECHNIQUE,sociale,institut maranatha,protestant,maranatha,maranatha,sociale
4652,4652,TECHNIQUE,agriculture generale,itav/butembo,publique,itav/butembo,butembo,agricole
4653,4653,TECHNIQUE,nutrition,institut bulumbi,protestant,bulumbi,bulumbi,nutr
4654,4654,LITTERAIRE,latin philo,gs mont sinai,privé,gs mont sinai,gs mont sinai,latin philo
4655,4655,PEDAGOGIE,pedagogie generale,institut lasagesse,protestant,lasagesse,lasagesse,pedagogie
4656,4656,TECHNIQUE,agriculture generale,cs  isoko,privé,isoko,isoko,agricole
4657,4657,PEDAGOGIE,pedagogie generale,institut uhuru,privé,uhuru,uhuru,pedagogie
4658,4658,TECHNIQUE,sociale,institut uhuru,privé,uhuru,uhuru,sociale
4659,4659,COMMERCIALE,commerciale et administrative,institut de goma,publique,de goma,de goma,commmerciale et adm
4660,4660,TECHNIQUE,sociale,cs beroya,privé,beroya,ngoma,sociale
4661,4661,PEDAGOGIE,pedagogie generale,institut saint joseph,catholique,saint joseph,st joseph,pedagogie
4662,4662,PEDAGOGIE,pedagogie generale,lycée kimbilio,protestant,kimbilio,kimbilio,pedagogie
4663,4663,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4664,4664,COMMERCIALE,commerciale informatique,institut faraja,protestant,faraja,faraja,commerciale informatique
4665,4665,SCIENTIFIQUE,bio chimie,collège frère zuza,privé,frère zuza,frere alimba,bio-chimie
4666,4666,COMMERCIALE,commerciale et administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
4667,4667,TECHNIQUE,sociale,institut kavaghendi,publique,kavaghendi,kashenda,sociale
4668,4668,TECHNIQUE,sociale,institut bundji,publique,bundji,bundji,sociale
4669,4669,COMMERCIALE,commerciale et administrative,lycée anuarite,catholique,anuarite,anuarite,commmerciale et adm
4670,4670,COMMERCIALE,commerciale informatique,cs jerico,privé,jerico,moria,commerciale informatique
4671,4671,PEDAGOGIE,pedagogie generale,institut buhimba,publique,buhimba,buhimba,pedagogie
4672,4672,TECHNIQUE,sociale,cs juhudi,privé,juhudi,muhini,sociale
4673,4673,PEDAGOGIE,pedagogie generale,lycée kilimali,catholique,kilimali,kilimani,pedagogie
4674,4674,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4675,4675,LITTERAIRE,latin philo,petit séminaire mugeri,privé,petit séminaire mugeri,petit séminaire mugeri,latin philo
4676,4676,LITTERAIRE,latin philo,institut mwanga/uvira,publique,mwanga/uvira,mwanga/ uvira,latin philo
4677,4677,SCIENTIFIQUE,bio chimie,institut masikilizano,privé,masikilizano,masikilizano,bio-chimie
4678,4678,SCIENTIFIQUE,bio chimie,cs tshoka,privé,tshoka,tshoka,bio-chimie
4679,4679,LITTERAIRE,latin philo,lycée chem chem,publique,chem chem,chemchem,latin philo
4680,4680,PEDAGOGIE,pedagogie generale,lycée  nengapeta,publique,nengapeta,nengapeta,pedagogie
4681,4681,COMMERCIALE,commerciale informatique,cs jerico,privé,jerico,moria,commerciale informatique
4682,4682,PEDAGOGIE,pedagogie generale,institut linzo,protestant,linzo,linzo,pedagogie
4683,4683,TECHNIQUE,sociale,gs lumiÈre du progres,privé,gs lumiÈre du progres,gs lumière du progrès,sociale
4684,4684,PEDAGOGIE,pedagogie generale,institut tuwungane,publique,tuwungane,tuungane,pedagogie
4685,4685,TECHNIQUE,sociale,institut kalimabenge,privé,kalimabenge,kalimabenge,sociale
4686,4686,PEDAGOGIE,pedagogie generale,a. ibanda,publique,a. ibanda,a. ibanda,pedagogie
4687,4687,COMMERCIALE,commerciale administrative,institut metanoia,protestant,metanoia,metanoia,commmerciale et adm
4688,4688,TECHNIQUE,electronique,institut technique ind. de mahamba,catholique,technique ind. de mahamba,technique ind. de mahamba,elec
4689,4689,SCIENTIFIQUE,bio chimie,institut metanoia,protestant,metanoia,metanoia,bio-chimie
4690,4690,TECHNIQUE,nutrition,institut  kilokwa,protestant,kilokwa,kigonza,nutr
4691,4691,PEDAGOGIE,pedagogie generale,institut de bagira,publique,de bagira,de bagira,pedagogie
