,IDENTIFICATION,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,BIRTHDAY,GENDER,DIPLOMPERCENTAGE,AGE
1266,8553,publique,mawato,sociale,FSDC,NORD-KIVU,1990-10-10,H,50.0,26
1267,8606,publique,mawato,sociale,FD,NORD-KIVU,1994-04-18,H,56.0,23
1268,8654,publique,mawato,pedagogie,FSDC,MANIEMA,1990-07-20,H,62.0,26
1269,8999,publique,mawato,sociale,FSDC,NORD-KIVU,1992-09-17,H,54.0,24
1270,9051,publique,mawato,sociale,FSEG,NORD-KIVU,1995-03-14,F,52.0,22
1271,9189,publique,mawato,pedagogie,FSDC,NORD-KIVU,1994-04-19,H,50.0,23
1272,9231,publique,mawato,math-physique,FSTA,SUD-KIVU,1992-12-08,H,56.0,24
1273,9456,publique,mawato,pedagogie,FSTA,NORD-KIVU,1992-06-03,F,61.0,25
1274,9548,publique,mawato,sociale,FSDC,NORD-KIVU,1992-11-15,H,50.0,24
1275,9853,publique,mawato,math-physique,FSTA,SUD-KIVU,1993-02-19,H,51.0,24
1276,10044,publique,mawato,sociale,FSDC,NORD-KIVU,1996-05-17,F,56.0,21
1277,10628,publique,mawato,pedagogie,FD,SUD-KIVU,1995-09-28,H,51.0,21
1278,10701,publique,mawato,pedagogie,FPSE,NORD-KIVU,1993-11-17,H,59.0,23
1279,10776,publique,mawato,pedagogie,FSDC,NORD-KIVU,1994-12-01,H,57.0,22
1280,11316,publique,mawato,sociale,FSDC,NORD-KIVU,1996-06-07,F,52.0,21
1281,11432,protestant,mawato,pedagogie,FSDC,NORD-KIVU,1995-03-29,F,54.0,22
1282,11978,protestant,mawato,pedagogie,FM,NORD-KIVU,1995-08-08,F,61.0,21
1283,665,publique,mikeno nc,sociale,FSEG,NORD-KIVU,1979-11-03,H,52.0,37
1284,3353,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1989-05-01,H,62.0,28
1285,3716,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1987-02-26,H,54.0,30
1286,4149,publique,mikeno nc,sociale,FT,NORD-KIVU,1978-03-10,H,62.0,39
1287,4206,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1987-03-03,H,62.0,30
1288,4566,publique,mikeno nc,hotesse d'acceuil,FSEG,NORD-KIVU,1989-06-30,H,55.0,28
1289,4706,publique,mikeno nc,sociale,FD,NORD-KIVU,1991-06-20,H,58.0,26
1290,4947,publique,mikeno nc,sociale,FSTA,NORD-KIVU,1989-12-13,H,53.0,27
1291,5700,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1985-09-10,H,52.0,31
1292,6422,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1992-12-23,H,64.0,24
1293,6444,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1992-03-10,H,57.0,25
1294,6609,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1992-10-29,H,55.0,24
1295,6631,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1990-10-25,H,69.0,26
1296,6771,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1977-06-29,F,60.0,40
1297,7204,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1992-11-10,H,58.0,24
1298,7297,publique,mikeno nc,commmerciale et adm,FSEG,inconnu,1992-11-05,H,71.0,24
1299,8165,publique,mikeno nc,commmerciale et adm,FD,NORD-KIVU,1992-03-29,F,51.0,25
1300,8174,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1992-06-02,F,57.0,25
1301,8186,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1992-01-22,H,57.0,25
1302,8204,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1991-07-14,H,56.0,25
1303,8243,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1992-08-15,H,52.0,24
1304,8244,publique,mikeno nc,sociale,FSEG,NORD-KIVU,1993-08-12,F,53.0,23
1305,8249,publique,mikeno nc,pedagogie,FSDC,NORD-KIVU,1990-04-04,F,57.0,27
1306,8259,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1991-01-17,H,53.0,26
1307,8366,publique,mikeno nc,sociale,FD,NORD-KIVU,1994-08-07,H,56.0,22
1308,8515,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1992-08-18,H,53.0,24
1309,8650,publique,mikeno nc,pedagogie,FSEG,NORD-KIVU,1993-07-17,H,54.0,23
1310,8822,publique,mikeno nc,sociale,FSEG,NORD-KIVU,1991-05-03,H,50.0,26
1311,8847,publique,mikeno nc,sociale,FSEG,NORD-KIVU,1982-12-14,F,51.0,34
1312,9015,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1995-10-22,H,53.0,21
1313,9033,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1992-08-18,H,53.0,24
1314,9459,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1994-07-17,H,55.0,22
1315,9483,publique,mikeno nc,pedagogie,FPSE,NORD-KIVU,1987-08-11,F,51.0,29
1316,9674,publique,mikeno nc,pedagogie,FD,NORD-KIVU,1992-10-27,H,52.0,24
1317,9886,publique,mikeno nc,sociale,FD,NORD-KIVU,1994-06-09,H,51.0,23
1318,9938,publique,mikeno nc,commmerciale et adm,FSTA,NORD-KIVU,1995-11-02,H,61.0,21
1319,9979,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1995-09-10,H,52.0,21
1320,10082,publique,mikeno nc,sociale,FSEG,NORD-KIVU,1996-06-05,H,66.0,21
1321,10262,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1993-06-04,H,64.0,24
1322,10272,publique,mikeno nc,sociale,FSEG,NORD-KIVU,1994-09-21,H,53.0,22
1323,10329,publique,mikeno nc,pedagogie,FD,NORD-KIVU,1995-12-19,H,56.0,21
1324,10341,publique,mikeno nc,sociale,FSTA,NORD-KIVU,1994-08-08,H,54.0,22
1325,10397,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1995-03-20,F,50.0,22
1326,10414,publique,mikeno nc,commmerciale et adm,FSTA,NORD-KIVU,1996-03-02,H,57.0,21
1327,10626,publique,mikeno nc,sociale,FSEG,NORD-KIVU,1994-07-25,F,51.0,22
1328,11334,publique,mikeno nc,sociale,FSEG,NORD-KIVU,1997-02-27,F,55.0,20
1329,11357,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1995-07-09,F,55.0,22
1330,11578,musulman,mikeno nc,sociale,FD,NORD-KIVU,1994-05-25,H,51.0,23
1331,11736,publique,mikeno nc,sociale,FSDC,NORD-KIVU,1997-12-31,F,54.0,19
1332,11984,publique,mikeno nc,pedagogie,FSDC,NORD-KIVU,1996-01-23,F,60.0,21
1333,12082,musulman,mikeno nc,sociale,FM,NORD-KIVU,1995-09-07,F,51.0,21
1334,12096,publique,mikeno nc,commmerciale et adm,FSEG,NORD-KIVU,1998-03-03,F,57.0,19
1335,12177,publique,mikeno nc,sociale,FD,NORD-KIVU,1994-07-16,F,59.0,22
1336,8584,catholique,matumaini,sociale,FSDC,SUD-KIVU,1990-12-25,H,50.0,26
1337,10617,catholique,matumaini,pedagogie,FSEG,NORD-KIVU,1991-11-01,F,63.0,25
1338,10861,catholique,matumaini,pedagogie,FSEG,NORD-KIVU,1995-10-10,H,56.0,21
1339,11668,catholique,matumaini,secretariat,FSEG,NORD-KIVU,1994-11-11,H,56.0,22
1340,6450,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1990-11-20,F,60.0,26
1341,7199,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1991-06-08,F,61.0,26
1342,7235,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1992-11-06,F,54.0,24
1343,7295,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1994-06-02,F,79.0,23
1344,7300,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1992-08-14,F,58.0,24
1345,7313,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1992-05-06,F,58.0,25
1346,7326,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1993-03-10,F,59.0,24
1347,7336,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1990-05-24,F,62.0,27
1348,7346,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1993-01-16,F,55.0,24
1349,7351,catholique,sainte ursule,commmerciale et adm,FSDC,NORD-KIVU,1992-09-09,F,62.0,24
1350,7357,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1994-01-22,F,63.0,23
1351,7395,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1991-07-13,F,53.0,25
1352,7432,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1994-05-25,F,62.0,23
1353,7860,catholique,sainte ursule,sociale,FD,NORD-KIVU,1992-07-04,F,60.0,25
1354,8149,catholique,sainte ursule,nutr,FSEG,NORD-KIVU,1993-09-08,F,58.0,23
1355,8152,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1993-09-30,F,62.0,23
1356,8158,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1991-09-05,F,59.0,25
1357,8164,catholique,sainte ursule,sociale,FD,NORD-KIVU,1994-05-24,F,59.0,23
1358,8206,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1992-10-21,F,60.0,24
1359,8210,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1992-04-15,F,57.0,25
1360,8230,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1993-09-06,F,61.0,23
1361,8253,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1994-06-21,F,72.0,23
1362,8254,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1994-12-18,F,64.0,22
1363,8271,catholique,sainte ursule,sociale,FD,NORD-KIVU,1993-01-15,F,53.0,24
1364,8363,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1993-03-13,F,57.0,24
1365,8388,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1992-05-07,F,54.0,25
1366,8406,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1994-11-10,F,61.0,22
1367,8420,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1994-04-15,F,70.0,23
1368,8453,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1994-11-01,H,59.0,22
1369,8618,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1993-09-27,F,65.0,23
1370,8648,catholique,sainte ursule,nutr,FSTA,NORD-KIVU,1995-03-11,F,69.0,22
1371,8683,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1993-04-07,F,63.0,24
1372,8771,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1994-04-06,F,62.0,23
1373,8889,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1995-10-12,F,56.0,21
1374,8929,catholique,sainte ursule,sociale,FPSE,NORD-KIVU,1995-01-17,F,60.0,22
1375,8944,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1993-09-28,F,63.0,23
1376,8984,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-01-07,F,73.0,21
1377,9055,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1995-11-15,F,76.0,21
1378,9160,catholique,sainte ursule,sociale,FPSE,NORD-KIVU,1993-07-19,F,52.0,23
1379,9193,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1994-05-25,F,56.0,23
1380,9220,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1995-12-23,F,60.0,21
1381,9237,catholique,sainte ursule,nutr,FSEG,NORD-KIVU,1995-07-23,F,63.0,21
1382,9250,catholique,sainte ursule,sociale,FD,NORD-KIVU,1992-10-17,F,55.0,24
1383,9291,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1995-05-24,F,54.0,22
1384,9294,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1995-08-11,F,64.0,21
1385,9298,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1995-03-24,F,61.0,22
1386,9305,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1994-10-17,F,53.0,22
1387,9409,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-05-06,F,52.0,21
1388,9442,catholique,sainte ursule,sociale,FD,NORD-KIVU,1995-11-29,F,59.0,21
1389,9560,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1994-04-24,F,57.0,23
1390,9603,catholique,sainte ursule,sociale,FD,NORD-KIVU,1994-05-24,F,59.0,23
1391,9621,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1995-09-11,F,60.0,21
1392,9633,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1992-10-22,F,57.0,24
1393,9830,catholique,sainte ursule,sociale,FD,NORD-KIVU,1996-12-15,F,52.0,20
1394,9831,catholique,sainte ursule,sociale,FSTA,NORD-KIVU,1997-05-10,F,65.0,20
1395,9879,catholique,sainte ursule,sociale,FM,NORD-KIVU,1997-11-22,F,62.0,19
1396,9891,catholique,sainte ursule,sociale,FM,NORD-KIVU,1996-01-01,F,50.0,21
1397,9905,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1995-12-02,F,61.0,21
1398,9914,catholique,sainte ursule,sociale,FD,NORD-KIVU,1995-11-11,F,58.0,21
1399,9939,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-06-07,F,54.0,21
1400,9976,catholique,sainte ursule,sociale,FD,NORD-KIVU,1995-02-12,F,51.0,22
1401,10052,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-09-24,F,57.0,20
1402,10084,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-04-02,F,55.0,21
1403,10092,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1994-07-24,F,66.0,22
1404,10112,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-06-01,F,66.0,20
1405,10120,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1995-06-04,F,56.0,22
1406,10123,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-11-10,F,69.0,20
1407,10243,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-07-15,F,51.0,20
1408,10250,catholique,sainte ursule,nutr,FM,NORD-KIVU,1994-06-25,F,55.0,23
1409,10251,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-12-04,F,57.0,20
1410,10258,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1994-12-22,F,58.0,22
1411,10290,catholique,sainte ursule,nutr,FM,NORD-KIVU,1996-11-30,F,66.0,20
1412,10322,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1995-07-08,F,52.0,22
1413,10324,catholique,sainte ursule,nutr,FM,NORD-KIVU,1997-11-11,F,58.0,19
1414,10340,catholique,sainte ursule,bio-chimie,FSTA,NORD-KIVU,1996-04-26,F,67.0,21
1415,10380,catholique,sainte ursule,sociale,FD,NORD-KIVU,1997-11-23,F,55.0,19
1416,10436,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-02-17,F,56.0,21
1417,10481,catholique,sainte ursule,sociale,FM,NORD-KIVU,1998-02-21,F,57.0,19
1418,10523,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1996-02-27,F,54.0,21
1419,10535,catholique,sainte ursule,sociale,FM,NORD-KIVU,1997-05-11,F,58.0,20
1420,10538,catholique,sainte ursule,nutr,FM,NORD-KIVU,1994-02-17,F,53.0,23
1421,10550,catholique,sainte ursule,sociale,FM,NORD-KIVU,1996-09-17,F,54.0,20
1422,10589,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1994-04-23,F,57.0,23
1423,10590,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1996-04-08,F,56.0,21
1424,10627,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-03-23,F,58.0,21
1425,10692,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-02-14,F,55.0,20
1426,10729,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-07-18,F,53.0,19
1427,10749,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1995-09-30,F,58.0,21
1428,10878,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1992-01-22,F,55.0,25
1429,10897,catholique,sainte ursule,nutr,FM,NORD-KIVU,1997-10-25,F,60.0,19
1430,11320,catholique,sainte ursule,sociale,FD,NORD-KIVU,1997-10-16,F,60.0,19
1431,11349,catholique,sainte ursule,sociale,FD,NORD-KIVU,1998-02-02,F,60.0,19
1432,11400,catholique,sainte ursule,nutr,FM,NORD-KIVU,1996-08-06,F,61.0,20
1433,11410,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-01-19,F,59.0,20
1434,11433,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-01-01,F,52.0,20
1435,11444,catholique,sainte ursule,sociale,FD,NORD-KIVU,1997-03-31,F,55.0,20
1436,11490,catholique,sainte ursule,sociale,FD,NORD-KIVU,1995-10-01,F,51.0,21
1437,11497,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1998-03-01,F,55.0,19
1438,11507,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-05-29,F,51.0,20
1439,11536,catholique,sainte ursule,sociale,FSTA,NORD-KIVU,1998-01-25,F,56.0,19
1440,11565,catholique,sainte ursule,nutr,FM,NORD-KIVU,1996-04-24,F,63.0,21
1441,11566,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1998-01-19,F,59.0,19
1442,11594,catholique,sainte ursule,sociale,FSTA,NORD-KIVU,1997-04-09,F,60.0,20
1443,11600,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-06-01,F,55.0,20
1444,11635,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1998-05-18,F,63.0,19
1445,11652,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-05-11,F,56.0,20
1446,11695,catholique,sainte ursule,sociale,FSDC,NORD-KIVU,1995-03-03,F,54.0,22
1447,11735,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1996-05-31,F,68.0,21
1448,11780,catholique,sainte ursule,sociale,FM,NORD-KIVU,1998-09-21,F,57.0,18
1449,11811,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1998-06-01,F,63.0,19
1450,11830,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1996-07-06,F,62.0,21
1451,11885,publique,sainte ursule,sociale,FSEG,NORD-KIVU,1993-03-28,F,51.0,24
1452,12079,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1995-06-02,F,58.0,22
1453,12159,catholique,sainte ursule,nutr,FM,NORD-KIVU,1996-10-18,F,70.0,20
1454,12232,catholique,sainte ursule,nutr,FSDC,NORD-KIVU,1993-11-20,F,55.0,23
1455,12244,catholique,sainte ursule,sociale,FSEG,NORD-KIVU,1997-06-01,F,50.0,20
1456,1346,protestant,visoke,pedagogie,FPSE,NORD-KIVU,1983-12-12,F,60.0,33
1457,1355,protestant,visoke,pedagogie,FPSE,NORD-KIVU,1976-06-07,H,51.0,41
1458,1858,protestant,visoke,pedagogie,FSDC,NORD-KIVU,1986-03-11,F,59.0,31
1459,2675,protestant,visoke,pedagogie,FPSE,NORD-KIVU,1976-09-05,F,50.0,40
1460,3858,protestant,visoke,pedagogie,FSEG,NORD-KIVU,1988-03-13,F,53.0,29
1461,4227,protestant,visoke,pedagogie,FSEG,NORD-KIVU,1989-08-18,H,66.0,27
1462,4550,protestant,visoke,pedagogie,FSEG,NORD-KIVU,1990-01-19,F,61.0,27
1463,5745,protestant,visoke,mec gene,FSTA,NORD-KIVU,1992-02-07,H,61.0,25
1464,6220,protestant,visoke,pedagogie,FSEG,NORD-KIVU,1991-02-23,F,55.0,26
1465,7025,protestant,visoke,pedagogie,FPSE,NORD-KIVU,1991-01-11,F,53.0,26
1466,7193,protestant,visoke,pedagogie,FSEG,NORD-KIVU,1991-09-06,F,56.0,25
1467,7584,protestant,visoke,mec gene,FSTA,NORD-KIVU,1993-01-27,H,62.0,24
1468,7637,protestant,visoke,pedagogie,FPSE,NORD-KIVU,1987-09-11,F,62.0,29
1469,7895,protestant,visoke,pedagogie,FSDC,NORD-KIVU,1980-03-03,F,59.0,37
1470,8415,protestant,visoke,pedagogie,FSEG,NORD-KIVU,1990-03-03,F,68.0,27
1471,8745,protestant,visoke,mec gene,FSTA,NORD-KIVU,1989-12-22,H,60.0,27
1472,8927,protestant,visoke,pedagogie,FPSE,NORD-KIVU,1993-12-26,F,58.0,23
1473,9136,protestant,visoke,mec gene,FSTA,NORD-KIVU,1995-06-02,H,58.0,22
1474,9303,protestant,visoke,pedagogie,FSTA,NORD-KIVU,1992-09-07,H,52.0,24
1475,9333,protestant,visoke,mec gene,FD,NORD-KIVU,1990-01-17,H,51.0,27
1476,9389,protestant,visoke,pedagogie,FPSE,SUD-KIVU,1989-12-12,F,52.0,27
1477,9488,protestant,visoke,pedagogie,FPSE,NORD-KIVU,1991-11-03,H,64.0,25
1478,9969,protestant,visoke,pedagogie,FPSE,NORD-KIVU,1996-10-24,F,60.0,20
1479,10283,protestant,visoke,pedagogie,FSEG,NORD-KIVU,1995-11-17,F,58.0,21
1480,10299,protestant,visoke,pedagogie,FSDC,NORD-KIVU,1995-01-15,H,57.0,22
1481,10392,protestant,visoke,pedagogie,FSDC,NORD-KIVU,1995-07-23,F,65.0,21
1482,10562,protestant,visoke,pedagogie,FSDC,NORD-KIVU,1995-02-11,F,56.0,22
1483,10643,protestant,visoke,mec gene,FSTA,NORD-KIVU,1995-09-04,H,54.0,21
1484,11342,protestant,visoke,elec,FSTA,NORD-KIVU,1996-09-02,H,50.0,20
1485,11474,protestant,visoke,pedagogie,FD,NORD-KIVU,1998-07-31,F,71.0,18
1486,11777,protestant,visoke,pedagogie,FSTA,NORD-KIVU,1995-07-11,H,74.0,21
1487,11868,protestant,visoke,pedagogie,FM,NORD-KIVU,1996-08-08,F,67.0,20
1488,12097,protestant,visoke,pedagogie,FSEG,NORD-KIVU,1995-08-06,H,66.0,21
1489,4418,protestant,lasagesse,pedagogie,FSEG,SUD-KIVU,1991-03-07,H,57.0,26
1490,5682,protestant,lasagesse,pedagogie,FSDC,SUD-KIVU,1990-11-16,H,54.0,26
1491,7398,protestant,lasagesse,pedagogie,FSDC,SUD-KIVU,1992-09-28,H,77.0,24
1492,9022,protestant,lasagesse,math-physique,FSTA,NORD-KIVU,1994-11-24,H,52.0,22
1493,10816,protestant,lasagesse,pedagogie,FD,SUD-KIVU,1987-07-07,H,55.0,30
1494,11742,protestant,lasagesse,pedagogie,FSTA,SUD-KIVU,1996-02-04,H,57.0,21
1495,12190,protestant,lasagesse,pedagogie,FD,SUD-KIVU,1995-11-20,H,50.0,21
1496,3625,publique,kalimba,pedagogie,FD,SUD-KIVU,1988-06-12,H,55.0,29
1497,3648,publique,kalimba,pedagogie,FT,NORD-KIVU,1990-11-09,H,54.0,26
1498,3761,publique,kalimba,commmerciale et adm,FT,NORD-KIVU,1979-03-29,H,62.0,38
1499,3881,publique,kalimba,pedagogie,FSEG,SUD-KIVU,1989-07-25,H,57.0,27
1500,4012,publique,kalimba,pedagogie,FT,NORD-KIVU,1974-10-14,H,52.0,42
1501,4957,publique,kalimba,pedagogie,FD,NORD-KIVU,1987-08-15,H,55.0,29
1502,6356,publique,kalimba,sociale,FD,SUD-KIVU,1990-02-02,H,51.0,27
1503,6500,publique,kalimba,pedagogie,FSEG,NORD-KIVU,1989-07-07,H,55.0,28
1504,6551,publique,kalimba,bio-chimie,FSDC,NORD-KIVU,1982-08-17,F,50.0,34
1505,6753,publique,kalimba,pedagogie,FT,NORD-KIVU,1979-04-30,H,51.0,38
1506,6887,publique,kalimba,pedagogie,FT,NORD-KIVU,1969-08-09,H,57.0,47
1507,7045,publique,kalimba,pedagogie,FT,NORD-KIVU,1988-06-16,H,50.0,29
1508,7048,publique,kalimba,pedagogie,FT,NORD-KIVU,1976-06-11,H,51.0,41
1509,7069,publique,kalimba,commmerciale et adm,FSEG,KINSHASA,1988-04-27,F,60.0,29
1510,7391,publique,kalimba,pedagogie,FSDC,NORD-KIVU,1986-08-21,F,68.0,30
1511,7441,publique,kalimba,math-physique,FSDC,KINSHASA,1992-05-05,F,58.0,25
1512,7758,publique,kalimba,pedagogie,FD,SUD-KIVU,1990-08-25,H,66.0,26
1513,8182,publique,kalimba,pedagogie,FSDC,SUD-KIVU,1992-05-14,H,62.0,25
1514,8823,publique,kalimba,pedagogie,FD,NORD-KIVU,1992-01-15,H,60.0,25
1515,9306,publique,kalimba,latin philo,FD,KATANGA,1986-06-15,H,50.0,31
1516,9339,publique,kalimba,pedagogie,FSDC,NORD-KIVU,1991-05-04,H,63.0,26
1517,9693,publique,kalimba,math-physique,FPSE,SUD-KIVU,1986-05-15,F,57.0,31
1518,10152,publique,kalimba,commmerciale et adm,FSEG,NORD-KIVU,1986-08-26,H,56.0,30
1519,10351,publique,kalimba,pedagogie,FSEG,NORD-KIVU,1989-11-10,H,64.0,27
1520,10836,publique,kalimba,commmerciale et adm,FSEG,NORD-KIVU,1995-03-12,F,50.0,22
1521,10841,publique,kalimba,latin philo,FD,SUD-KIVU,1989-05-05,H,58.0,28
1522,10874,publique,kalimba,math-physique,FM,NORD-KIVU,1991-12-11,H,51.0,25
1523,10885,publique,kalimba,bio-chimie,FSTA,MANIEMA,1995-01-02,F,51.0,22
1524,11704,publique,kalimba,pedagogie,FSDC,NORD-KIVU,1995-02-13,H,53.0,22
1525,12056,privé,kalimba,pedagogie,FPSE,SUD-KIVU,1991-10-03,H,61.0,25
1526,12127,publique,kalimba,pedagogie,FT,SUD-KIVU,1992-11-12,H,60.0,24
1527,3248,catholique,kashofu,pedagogie,FSEG,SUD-KIVU,1986-09-07,H,59.0,30
1528,3672,catholique,kashofu,pedagogie,FD,SUD-KIVU,1984-09-15,H,59.0,32
1529,4449,catholique,kashofu,pedagogie,FSEG,SUD-KIVU,1990-03-15,F,66.0,27
1530,4712,catholique,kashofu,pedagogie,FD,SUD-KIVU,1986-06-04,H,53.0,31
1531,8665,catholique,kashofu,bio-chimie,FSEG,SUD-KIVU,1995-05-05,F,61.0,22
1532,8667,catholique,kashofu,pedagogie,FSEG,SUD-KIVU,1993-08-20,H,70.0,23
1533,9086,catholique,kashofu,bio-chimie,FSEG,SUD-KIVU,1996-10-21,F,58.0,20
1534,10158,catholique,kashofu,pedagogie,FSTA,SUD-KIVU,1993-07-08,H,68.0,24
1535,10807,catholique,kashofu,pedagogie,FSEG,NORD-KIVU,1993-11-30,H,58.0,23
1536,10814,catholique,kashofu,pedagogie,FSEG,SUD-KIVU,1997-03-13,F,52.0,20
1537,10872,catholique,kashofu,pedagogie,FSEG,SUD-KIVU,1993-06-24,H,61.0,24
1538,11414,catholique,kashofu,pedagogie,FSDC,SUD-KIVU,1997-08-01,F,63.0,19
1539,11637,catholique,kashofu,bio-chimie,FSTA,NORD-KIVU,1996-01-01,H,50.0,21
1540,12180,catholique,kashofu,pedagogie,FSEG,SUD-KIVU,1996-07-04,F,72.0,21
1541,4812,musulman,mavuno,sociale,FSDC,NORD-KIVU,1979-04-24,F,51.0,38
1542,4872,musulman,mavuno,pedagogie,FD,NORD-KIVU,1988-11-03,H,51.0,28
1543,6330,musulman,mavuno,pedagogie,FD,NORD-KIVU,1992-01-12,H,52.0,25
1544,6465,musulman,mavuno,sociale,FSEG,NORD-KIVU,1990-10-04,H,51.0,26
1545,6729,musulman,mavuno,sociale,FSDC,NORD-KIVU,1990-02-20,H,50.0,27
1546,8840,musulman,mavuno,commmerciale et adm,FSEG,NORD-KIVU,1989-02-27,H,58.0,28
